,Chat_msg,sent,sentiment
1645,they are too lazy i guess they just want quick answers  ,,-1
1646,why people dont read announcements ,,0
1647,haha ok,,0
1648,gm,,0
1649,nope  presale starts at  pm ut,,0
1650,no,,0
1651,come to cubist not here no fud  ,,0
1652,oh alright are you so sure that gen  will hit ,,1
1653,selling few of my nft and waiting for gen  to hit  sol i have made few bets so lets see,,1
1654,so is the mint already happened,,1
1655,i am confused,,-1
1656,no worries fam,,0
1657,hype is aswome,,1
1658,yes fam you bought gen ,,1
1659,i see thanks ,,0
1660,in collectibles section,,0
1661,yes,,0
1662,yes it does if you haven t received it you will   ,,0
1663,cubist   ,,0
1664,does the airdrop show up in your wallet,,1
1665,gm,,0
1666,let see what happens,,0
1667,still ongoing ser,,0
1668,i have not received airdrop not yet,,-1
1669,lfg dont forget to  and welcome  ,,1
1670,hey,,0
1671,will serve as wl token for the mint,,1
1672,when mint and price ,,1
1673,ser,,0
1674,that s your key to mint,,1
1675,sorry was offline for a month,,0
1676,gm,,0
1677,what happens now withe the key i got airdropped,,0
1678, ,,0
1679,hey fam nice to see you here you remember me,,0
1680,ge,,0
1681,degen live at its fullest  ,,1
1682,and end up buying gen ,,0
1683,you get a wl for gen ,,1
1684,woopwoop,,1
1685,excited,,1
1686,check ,,0
1687,supp,,0
1688,gm,,0
1689,as i m not a talisman master,,0
1690,so i understand the collab manager didn t submit on time the info from the dao  ,,-1
1691,wl role for non holders is talisman master for holders there is no role since they will get talisman token directly on wallet,,1
1692,lfg,,1
1693,what is the wl role,,1
1694,  ,,0
1695,gm,,0
1696,still hvnt got the airdrop ,,-1
1697,oomm,,0
1698,yo,,0
1699,own candy machine,,0
1700,link will be shared before mint,,0
1701, ,,0
1702,on our own website,,0
1703,where will the mint be,,1
1704,haizz,,0
1705, hours  mins  ,,1
1706,woopwoop,,1
1707,didnt recieve the airddrop,,-1
1708,today is the days bohos  ,,1
1709,yo,,0
1710,hyped  ,,1
1711,gm,,0
1712,guys,,0
1713,cant control my excitement,,1
1714,yo,,0
1715,we gotta get some coffee hahaha,,0
1716,yes sir,,0
1717,damn   much love   ,,1
1718,asia fam same as u,,0
1719,cool,,0
1720,no there is no wallet limit,,1
1721,time duration for wl mint,,1
1722,but there is no wallet limit if i have more tokens,,0
1723,yes it is as long as you mint in premint time frame,,1
1724,is having a token a guaranteed mint,,1
1725, talisman   mint,,1
1726,thanks brother,,0
1727,it will come,,0
1728,its  here,,0
1729,i am waiting together with you  ,,0
1730,uff,,0
1731,the talisman,,0
1732,per wallet we can mint  or  or more,,1
1733,gm boys i still not recive,,-1
1734,indeed we do on our website  link will be shared right before the mint  ,,1
1735,yes,,0
1736,magicwand the token address of the talisman is ,,1
1737,do you know guys where will be mint,,1
1738,is tokeb onm fff,,1
1739,cubist members will not get roles since we are close to the mint but your wallets are already added  you will get talismans  ,,-1
1740,maybe ,,0
1741,ty sir havent receive yet,,-1
1742,how many tokens we can mint per wallet,,1
1743,what time is mint sir,,1
1744,ty,,0
1745,not yet,,0
1746,is airdropping token finish already,,1
1747,same here it should be here soon,,0
1748,yo,,0
1749,hi,,0
1750,thank you i am still waiting for my token   won the wl from cubist raffle,,1
1751,  the token address of the talisman is ,,1
1752,not fill form,,0
1753,lol,,0
1754,i think i forgot to submit wallet,,-1
1755,wat is the token address,,1
1756,hi,,0
1757,lol,,0
1758,hey,,0
1759,gone,,0
1760,transation stop last  min ago,,0
1761,wassup,,0
1762,gm all,,0
1763,gm,,0
1764,lucky man,,0
1765,gm,,0
1766,gm    ,,0
1767,gm,,0
1768,good morning,,0
1769,gm,,0
1770,gm mint day,,1
1771,gm,,0
1772,not yet or not sir,,0
1773,yes,,0
1774,not yet verified make sure to use the correct token address in ,,0
1775,minting today m excited,,1
1776,hahaha of course sir  ,,0
1777,pleasure to read it fam   patience is key   ,,1
1778,oh okay sir we are all faithfully waiting,,0
1779,yes they are as we speak  ,,0
1780,are tokens being distributed now sir,,1
1781,check out ,,0
1782,oh thank you sir,,0
1783,correct fam make sure to keep eye on  minutes before mint  ,,0
1784,wen mint,,1
1785,no it is not  ,,0
1786,i havent received fam tokens have you received tokens,,-1
1787,guys minting link will be posted few minutes before mint,,1
1788,token not verified fff sir,,-1
1789,there kirje sent it,,0
1790,wallet list is in  kindly check it in some post there,,1
1791,no,,0
1792,just make sure to mint during the presale time  once public starts nothing is guaranteed,,1
1793,ok guru thanks a lot,,0
1794,thats awesome,,1
1795,yes,,0
1796,is mint guarenteed for talisman master wl ,,1
1797,your role means it was already submitted  last talismans are going out right now,,0
1798,can we have list,,1
1799,where can i check brother,,0
1800,just send the talisman to the wallet you want to mint with,,1
1801,no,,0
1802,do i need to enter my wallet if i bought wl on secondary,,1
1803,whr i can check sir,,0
1804,ser where i can check,,0
1805,filled up,,1
1806,we already got it through the forms you submitted,,0
1807,whr to submit wallet,,1
1808,hi,,0
1809,how can i get wl guys pls,,1
1810,  choose collabs,,0
1811,im pyke from pyra research  the largest nft community in vietnam i want to collab with you guys who can i talk to,,0
1812,hi guys,,0
1813,i won the wl from raffle so i just need to be here to get the token,,1
1814,okay i won it from raffle,,0
1815,it will be sent just in time kindly wait for it,,0
1816,im not recieved any token,,-1
1817,yo,,0
1818,ok thanks bro,,0
1819,the rest will be sent out in the next hour or two,,0
1820,how many long token sent out mint is nearly,,1
1821,last i checked around ,,0
1822,hi,,0
1823,woopwoop kindly wait for it,,1
1824,i dont have the numbers right now but all will be sentout for sure before the mint,,0
1825,waiting for mine lets see how much would it take still,,1
1826,how many still pending out of total ,,0
1827,tokens are still being sent out  kindly wait for it,,0
1828,good morning everyone,,0
1829,gm,,0
1830,they are being send out as we speak ,,0
1831,correct ,,0
1832,or all are send out,,0
1833,hey there gm ,,0
1834,token are sending,,0
1835,sleep well tiger ,,0
1836,gm,,0
1837,hahaha       ,,0
1838,hopefully that saves you all some time over the next  hours while im sleeping  ,,0
1839,you did wonderful job friend pretty clear to me  ,,1
1840,just changed it a bit,,0
1841, anything else we need to add  think we can just direct people to pinned,,0
1842,if you obtained the talisman role and submitted your wallet by the deadline you will receive the talisman wl token prior to mint,,1
1843,you will get it fam   airdrop is ongoing  ,,1
1844,still waiting for mine  ,,1
1845,woopwoop,,1
1846,woop woop,,1
1847,yo,,0
1848,hey i have wl should i have my talisman yet,,1
1849,the only other thing you need to prepare is  sol in the wallet youre getting it dropped to,,1
1850,i hope  i receive mine  because i should be able to receive so i can prepare for mint,,1
1851,same here just be patient my fren,,0
1852,ok  ,,0
1853,same here bro i think it would be a good idea to make an announcement once the drops are finished so people can patiently wait till then,,0
1854,hello i have not gotten my token why,,-1
1855,gm,,0
1856,patience fam i am still waiting for mines as well  ,,1
1857,hahahaha    nyc what a creativity   ,,1
1858,talismans are still getting airdropped fam,,0
1859,so  sol better you all dump it to  sol fp so i can pick more  and then moon to  sol,,0
1860,i dont received wl token  ,,-1
1861,soon sir soon  first we take of today s mint and when the fp pumps hope some pph drop the bohemia to  or lesser to pick ,,1
1862,token distribution still on going,,1
1863,mint time,,1
1864,and holders  ,,0
1865,oh only mods can use gif damn,,0
1866,gm,,0
1867,gm,,0
1868,thanks,,0
1869,me too man just want onethe uncertainty is stressful hoping its dropped soon have to wake up in the middle of the night for mint so would be nice if its in my wallet before i go to sleep,,-1
1870,hi,,0
1871,good morning everyone    mint day is upon us time does fly  ,,1
1872,as long as you got the talisman in whatever wallet you use to mint all good,,1
1873,why do you feel its necessary to come here with this dont you have anything better to do  its one thing to be constructive but its another to be disrespectful and condescending,,-1
1874,gm,,0
1875,or must be a specific one that talisman was dropped to,,0
1876,are we able to mint with whichever wallet holds talisman,,1
1877,yo,,0
1878,gm fam,,0
1879,i am yet to get talismanis the drop still goin on,,-1
1880,gm,,0
1881,gm,,0
1882,how many woop do you need to open up a message bottle ,,1
1883,woopwoop,,1
1884, the next time you get scammed for being naive please do not come here and fud for your own lapse of judgement,,-1
1885,thanks,,0
1886,thats perfect,,0
1887,gnm,,0
1888,its still on going ,,0
1889,woop woop,,1
1890,is it normal i did not recive the token yet thanks ,,-1
1891,are you going to respond to this,,0
1892,i won wl raffle from oneria  should i send the wallet i opened a ticket,,1
1893,yes,,0
1894,is it a token based mint,,1
1895,bought one from fff,,1
1896,i cant wait to mint,,1
1897, talismans will be sent out so   it is not oversold,,1
1898,im here homie check the discord tag  its almost  here,,0
1899,okay sir  thnks,,0
1900,u can buy,,0
1901,yes you can just make sure you use the token address on ,,1
1902,shi me   ,,0
1903,can i buy tokens listed on fff  i need to confirm as they are unverified,,1
1904,mint mint mint legggggo,,1
1905,not easily at least,,0
1906,i can t do that math lol,,0
1907,that s a team question,,0
1908,excited to mint,,1
1909,ye but how many ppl are on the wl,,1
1910,yes if you can provide the discord id thats the number  something like that that id is not copyable,,0
1911,not yet,,0
1912,all wl mint what s not minted will go to public,,1
1913,how many are on wl,,1
1914,good night guys,,0
1915,yes and your server id if you have nitro,,1
1916,before accusing people did you checked the id of the scammer  long number ,,-1
1917,not yet,,0
1918,someone was impersonating the mod the team will never accept to be a middle man and everyone should know this,,-1
1919,talismans can be bought and sold on fff  bohos on me  everything else is a scam plain and simple,,-1
1920, this guy is here and doesnt even answer the fucking group,,-1
1921,  had the token been sent to all,,1
1922,i didn t now about it,,0
1923,you can change you re discord id too ,,0
1924,no its a fake,,0
1925,fam be careful scammers are everywhere,,-1
1926,mods are scamming,,-1
1927,this,,0
1928,what do you mean ,,0
1929,oh man,,0
1930,this project is scammed,,-1
1931,do you have the discord id of the one chatted you,,0
1932,names can easily be changed,,0
1933,exactly the same,,0
1934,because team have a scam mood,,-1
1935,why floor dropped,,0
1936,sup,,0
1937,thanks,,0
1938,fuck that shit bro,,0
1939,have a good one goodluck in your future endeavours,,1
1940,yes,,0
1941,right now i dont have an exact time but the team made sure that it will be before the mint,,0
1942,listings at its highest this month noone is talking about fabulosa in ct i think i told y all how this mint is gonna flop and drop bohemia floor price more but y all are so blinded and can t see the things wrong i ve given all the ideassuggestions i can but non are listened too lol this is one of the projects that deserve a higher fp but yeah you can t do it all team would ve hired the best marketers out there but chose to do it all on their own goodluck to all of you,,-1
1943,okay cool and is it sure that everyone gets the talisman in time,,0
1944,it is still on going ,,0
1945,bro was the same number,,0
1946, when end of airdrop,,0
1947,team is never getting involved in such thing check his id,,0
1948,thats a fake mod,,-1
1949, what time for end airdrop,,1
1950,wtf,,0
1951,  ,,0
1952,mostly fake,,0
1953,hello i still have not received my talisman ,,-1
1954,yeah but is it in our time zone or ,,0
1955,can someone help me   i just fell into a scam with some moderator here,,-1
1956,what time end for airdrop,,1
1957,yes i have opened a ticket ,,0
1958,around  if im not mistaken time is in ,,0
1959, wtf broooo,,0
1960,if they did you will be added eventually but  to be safe and ask with the team,,0
1961,how many hours until mint ,,1
1962,yoo fams how u doing,,0
1963,they said they did,,0
1964,yes,,0
1965,on our own candy machine,,0
1966,open a ticket to be sure did your team send the list to us,,0
1967,am i missing anything,,0
1968,and as per the terms i need to be here in the discord for the airdrop,,0
1969,token airdrop ongoing ,,1
1970,i won a wl raffle from cubist,,1
1971,where do we mint ,,1
1972,yesunminted will go public,,1
1973,whats up,,0
1974, just being here is enough  won the raffle from cubist,,0
1975,hi,,0
1976, ,,0
1977,hi,,0
1978,where to claim can anyone help,,1
1979,won wl from cubist,,1
1980,hi team,,0
1981,sir fabuluoss mint full wl mint ,,1
1982,still on going no worries,,0
1983,ohh okay got it,,0
1984,not yet ,,0
1985,what is it about,,0
1986,same me to,,0
1987,i haven t gotten my talisman,,-1
1988,is the token airdrops distribution complete,,1
1989,could i dm you,,0
1990,woopwoop,,1
1991,gm,,0
1992,woopwoop,,1
1993,l,,0
1994, ,,0
1995,for  bohemian avatars check some posts in ,,0
1996,yes still on going,,0
1997, airdrop etill counties,,1
1998,gmmm,,0
1999,hello can i ask why we received transportary drops to our wallet what we do with it ,,-1
2000,gm fams,,0
2001,welcome everyone,,0
2002,gm,,0
2003,sup,,0
2004,gm,,0
2005,anyone want to pick up a rank  for ,,1
2006,still being sent out,,0
2007,ty  ,,0
2008,i think hes online few moments ago,,0
2009,flet lost there for a sec,,-1
2010,idk what exactly it is tbh it was just a whitelist type giveaway for the upcoming drop i believe,,0
2011,   just read the manuscript  makes sense now  ,,0
2012,token ,,0
2013,gm,,0
2014,is anyone in contact with  won a token in a giveaway and wanted to secure it before bed i m sure time zones are a bit weird so i was just looking for help p,,0
2015,whatup yall,,0
2016,ah no ur goodd bro just gearing up for when we re able to cast spells  is all haha,,0
2017, token  mint,,1
2018,hi,,0
2019,hello,,0
2020,mint happening on the fabulosa website,,1
2021,hi,,0
2022,if we have  wl token can we mint two  or is there a limit cap,,1
