,Chat_msg,sentiment
4922,you do this one bro,0
4923,im so excited joy tada partyingface,1
4924,wen wl for warlock ser,1
4925,for ogs,1
4926,wen red sir,1
4927,except me lol,0
4928,for og,1
4929,you are fucking goated,1
4930,purple or i break up with my girlfriend tonight,0
4931,aye,0
4932,mehnn,0
4933,niceeeeeee,0
4934,no ur not go fella mercury closing soon,0
4935,fr man i just told him now  easily top three in the ecosystem and he ain t number three,0
4936,a,0
4937,siuuuu,0
4938,a,0
4939,i thought is,0
4940,timo did well   im astonished  i want to bless him with something,1
4941,thank you sirrrrr,0
4942,every where is red,0
4943,when wl,1
4944,let me on the space ship captain,1
4945,congrats man,1
4946,hey fam,0
4947,daddy no room for og again,1
4948,the art is stunning,1
4949,og or i cut my penis,1
4950,you did unbelievably great with the art  more success ahead,1
4951,yes boss,0
4952,wen purple for me,1
4953,yes he is,0
4954,yeah i mentioned that first,0
4955,welcome boss,1
4956,u are true degen,0
4957,i feel like im the only left that my colour has not turned to red,0
4958,bless me with wl captain,1
4959,sol,0
4960,yeah hes awesome thanks a lot bro for all you been doing,0
4961,factos,0
4962,thank you   the brain behind this beautiful warlocks  love you to the moon and sun  love you lord     purple   is my best color,1
4963,hey,0
4964,yes ooooo his the greatest,0
4965,obviously hes on the greatest project,0
4966,thanks mate go to mercury asap,1
4967,lol we going to space tomorrow man,0
4968,how much for wl for mint,1
4969,i love ur name,0
4970,timo is the goat,0
4971,goat,0
4972,exquisite arts buddy,1
4973,yes he is,0
4974,when red,0
4975,i have done that,0
4976,bestowed sir,0
4977,timo is the greatest artist,0
4978,kudos for your great work sir,1
4979,cap,0
4980,wow lovely,1
4981,wen red ser,1
4982,nice to meet you fren  you did a wonderful job with the art youre super talented,1
4983,me too man i wanna be purple,1
4984,welcome   you re doing a great job,1
4985,u are doing wonderfully welll,1
4986,welcome,1
4987,i ve met him  feels good,1
4988,hi timo welcome,0
4989,welcome boss,1
4990,hey fam   great job,0
4991,a,0
4992,hello,0
4993,hey,0
4994,timo the greatest artist,0
4995,thank you for all you do,1
4996,hey mate welcome here howdy,0
4997,who else cmon,0
4998,who s excited for the mint tomorrow,1
4999,good evening timo youre doing well,0
5000,good evening mate how are you doing,0
5001,no one is attending to me,0
5002,welcome,1
5003,welcome,1
5004,alright fam,0
5005,alright will do that,0
5006,timo werner is in this server fcking hell,-1
5007,hey timp would u want to check my fan arts,1
5008,wen wl,1
5009,hey mate welcome here howdy,0
5010,working hard on it mate,0
5011,hello,0
5012,i never chop stop am abeg,0
5013,wagmi,1
5014,w congrat,1
5015,everyone  meet and greet our very special artist     he s been working so hard on those warlocks and he s just here now,1
5016,deadsddd,0
5017,thanks man,0
5018,my wife is about to leave me,0
5019,gimme  reasons why i should do that,0
5020,thanks,0
5021,greatest artist of all time,0
5022,i do you love playing football,0
5023,big man,0
5024,a,0
5025,im doing good queen  although i had a long day   how are you doing,0
5026,how did you get og,1
5027,how many wl given,1
5028,hi,0
5029,now bri,0
5030,im getting heartache,-1
5031,bless me ser,1
5032,hey fam can i get whitelist too,1
5033,daddy how are you doing how was your date,0
5034,let s switch colourd,1
5035,hey boss,0
5036,thanks man are you the one behind the arts  you re amazing bruh,1
5037,hello,0
5038,hopefully i get red,0
5039,red looks good on you,0
5040,even if it a question now  please now,0
5041,im good and you,0
5042,when me submit,1
5043,hi,0
5044,i dont have red yettt,0
5045,congratulations broooooo,1
5046,a,0
5047,please i need help,1
5048,okay,0
5049,those whitelisted should go submit wallet,1
5050,am so bullish about this project,1
5051,a,0
5052,a,0
5053,hello hello how are you doing,0
5054,go submit ur mercury my friend,1
5055,just got redddddd lfggggg,1
5056,fine bud,0
5057,check,0
5058,beautiful girl u should,0
5059,ill cherish red lfgggg,1
5060,goodluck to everyone minting tomorrow,1
5061,can t find mint details whatsup,1
5062,just a question,0
5063,nothing for you mate,0
5064,hello,0
5065,when is the date and time for minting,1
5066,where are you from,1
5067,im good love hby,0
5068,excited for mint,1
5069,yall asking for purple should gimme your red ill cherish it,1
5070,sol all the way,0
5071,mate check my fan arts and give me og,1
5072,lovely stuff tbh,0
5073,hi everyone,0
5074,im still the same colour,0
5075,purple soon,0
5076,please i have a problem in submitting wallet,1
5077,im still here,0
5078,guys am back,0
5079,wen wl daddy,1
5080,what a cool project,1
5081,hi,0
5082,hello,0
5083,sure thats the way,0
5084,wowwwww everybody here red lol  nicee,1
5085,ok cool,0
5086,i need red first,1
5087,wen wl,1
5088,update that red role buddy,0
5089,when me,0
5090,congrats you,1
5091,not much chilling,0
5092,wen red lfggg,1
5093,hey your young warlock still gray,0
5094,wen purple for me ser,1
5095,bruh,0
5096,idolooooo,0
5097,its gonna be alright i believe lets vibe,0
5098,i see my  og soon,1
5099,a,0
5100,brah,0
5101,what s good bro,0
5102,wen red,1
5103,lfggggg,1
5104,doing good what s up with you,0
5105,lfgggg,1
5106,hey g,0
5107,make me purple please  i think i deserve it,1
5108,lets go,1
5109,been here for weeks nothing still,0
5110,rest,0
5111,my color is still grey,0
5112,how are you doing,0
5113,you can throw a question to the house,0
5114,im gonna be happy,0
5115,bonventssss,0
5116,lets get thissssssss,1
5117,a,0
5118,been here for weeks,0
5119,wen wl,1
5120,wen red for me,1
5121,hello,0
5122,hello,0
5123,just this once,0
5124,okay man,0
5125,yeah brah,0
5126,i am here boss,0
5127,i need this purple color so bad,1
5128,ur choice of name,0
5129,a,0
5130,no problem thank you very much,0
5131,og can mint two,1
5132,are you there,0
5133,a,0
5134,that s how it goes  i ll be patient for my og too,1
5135,wen red ser,1
5136,aye,0
5137,where can i lay my complaints sir,0
5138,vibing and reward that red please,0
5139,a,0
5140,i need og for me,1
5141,yo supreme homie,0
5142,are you there are you there are you there,0
5143,please make me purple    it will make me very happy,1
5144,it don t mean tho buddy just vibe with us and you ll be rewarded soon,1
5145,awks,0
5146,congrats,1
5147,are you there,0
5148,when wl,1
5149,right on,0
5150,thanks emma,0
5151,lmfao,0
5152,wen me,0
5153,when me,0
5154,caught in the act,0
5155,yo what s good homie i want og so i can mint  you feel me,1
5156,no,0
5157,fr,0
5158,ohhh,0
5159,i will be so glad supremebeing,1
5160,everyone is bro,0
5161,a,0
5162,lol   man just got in here a minute ago,0
5163,you welcome,0
5164,hyped about tomorrow,1
5165,i don t have og,1
5166,wen meee,0
5167,yeah i want it please,0
5168,supreme good evening,0
5169,lol  just me without og,1
5170,is not red yet,0
5171,ty,0
5172,don t just stack up wls the question is will yall mint,1
5173,howre yall doing,0
5174,do i still have a chance,0
5175,just once,0
5176,thanks man,0
5177,oh wow,0
5178,thanks,0
5179,lfg,1
5180,me too,0
5181,do we still have any young warlock without wl,1
5182,thanks alot,0
5183,congrats,1
5184,wen red,1
5185,congrats you got it,1
5186,i need my colour to be red blz,1
5187,please consider me for an og i have been here for a long while,1
5188,congrats,1
5189,sig,1
5190,congratulations,1
5191,aye aye thanks man,0
5192,oh im already red,0
5193,congrats  you got it,1
5194,check me out hun,0
5195,congrats,1
5196,so has majority turned up for submission,0
5197,just give me red that exist,1
5198,wen og for me ser,1
5199,such a bully,-1
5200,red will be nice on me,0
5201,lmao,0
5202,aye,0
5203,a,0
5204,but purple exist,0
5205,hes sleek with it tho,0
5206,i just want red hun,1
5207,lol,0
5208,got red for me lol,1
5209,nah i m asking,0
5210,or some color that doesn t even exist,0
5211,i might have to make gold for him,1
5212,a,0
5213,no support ticket,0
5214,quite the perfect one,0
5215,a young warlock wants a red colour,0
5216,please give me the role please   og role please,1
5217,good evening,0
5218,you called me,0
5219,wl,1
5220,i only need red,1
5221,red will just do it for me,0
5222,then you eventually give him white  lmao,0
5223,lol,0
5224,you should wl me blz   sol,1
5225,i think i deserve og with these fan arts and grind   see mee,1
5226,please i have a problem can i dm you,0
5227,me too i dont want too miss out on the chances of og role,1
5228,ill ask for only red,0
5229,purple,0
5230,hes such a bully,-1
5231,blue wtf,0
5232,lol,0
5233,can u answer me sir,0
5234,red will look good on me  dont you think,0
5235,after red you re gon want purple then blue,1
5236,lol hilarious,0
5237,thought it was going to,0
5238,wen red sir,1
5239,red will be better,0
5240,red,0
5241,a,0
5242,when red,0
5243,i like red better,0
5244,lmao,0
5245,what abt me ser,0
5246,i don t wanna miss out on  sol fp wl blz,1
5247,whats good luv,0
5248,a,0
5249,a,0
5250,rt,0
5251,hey buddy,0
5252,a,0
5253,why i like gray,0
5254,i dont like my color,0
5255,what was the date in your dream,0
5256,please im your humble servant,1
5257,bullish,0
5258,i got this wl  months ago with grinding for days and hours and great fan arts i want to learn why is this that easy rn,1
5259,heyyy,0
5260,how are you doing,0
5261,thank you bro,0
5262,had a dream you gave me og and fp went to  sol,1
5263,dont want to  miss out ser,0
5264,hello doc,0
5265,hello sir,0
5266,you keep giving me this kinda vibe  i love the suspense  i m just impatient i guess,0
5267,lfg   bullish,1
5268,a,0
5269,hello sir,0
5270,shoot buddy,0
5271,hey mate i want to ask a question,0
5272,i dont want to miss out bro,0
5273,a,0
5274,yes ser,0
5275,wl me ser,1
5276,please dont forget me,0
5277,when wl,1
5278,like it should be making sure everything is perfect for launch,0
5279,update mine daddy,0
5280,wen me,0
5281,thank you,0
5282,hope youre ok  please dont forget your boi,0
5283,hi serrrr,0
5284,a,0
5285,when update role,1
5286,maybe you update soon who knows,0
5287,lol been here and he didn t even look my way,0
5288,when me,0
5289,wen og,1
5290,pleaseeee,1
5291,how was your day,0
5292,when meeee,0
5293,submitted wl  yet to update to og,1
5294,how about wen og,1
5295,to me tooor,0
5296,when meeeee,0
5297,og before submission closes,1
5298,you got it already,1
5299,me please  please do not forsake me,1
5300,i m here for red,1
5301,add me bruh,1
5302,i will be so glad to mint,1
5303,please dont forget me in your paradise,0
5304,dont forget me,0
5305,am super ready for mint all i need is the wl,1
5306,don t forsake the young warlock,0
5307,bossss,0
5308,sure boss,0
5309,wl me serrr,1
5310,hello,0
5311,done,0
5312,hi guys,0
5313,how are you doing,0
5314,sir,0
5315,are you gone,0
5316,check dms mate pls,0
5317,hope i get a wl before it closes,1
5318,and i know it s gonna make it,0
5319,please dont forget me,0
5320,am i the young color here,0
5321,your son is here,0
5322,wl me now,1
5323,give me wl pleas  so i can submit wallet,1
5324,a,0
5325,really bullish on this project,1
5326,your daughter is here,0
5327,hello,0
5328,wl me i wanna shout,1
5329,please dont forget me,0
5330,when please boss,1
5331,wen paint me purple tho,1
5332,when wl,1
5333,wht about me boss  don t forget me,0
5334,will do so as soon as i get it,1
5335,yayyyyyu,0
5336,toor,0
5337,wl me please,1
5338,me og role please,1
5339,please am here,0
5340,make sure y all submitted your addresses on mercury  follow the steps in,1
5341,she got the role already,0
5342,when wl,1
5343,she loyal,0
5344,thanks much,0
5345,hows the family sir,0
5346,good evening frens,0
5347,hello,0
5348,who s that,0
5349,i will forever be grateful,1
5350,hello,0
5351,a,0
5352,i want in,1
5353,lol you ve got the vibe,0
5354,remember me ooo i have been taging you,0
5355,hmmmm that interesting,0
5356,he is generous,0
5357,am here oooo,0
5358,wen wl wl now,1
5359,og me bruv,1
5360,thanks,0
5361,change my colour for me,0
5362,thank you for honoring my request  i love you,1
5363,yaaayyy,0
5364,a,0
5365,hi,0
5366,hi,0
5367,a,0
5368,please make me red my friend,1
5369,when wl spot,1
5370,boss,0
5371,wen wl,1
5372,boss when red,0
5373,a,0
5374,hello,0
5375,hii,0
5376,that s nice,0
5377,interesting,0
5378,yes we are,0
5379,hello,0
5380,are we using hyperspace launch pad,0
5381,very true,0
5382,wl spot,1
5383,a,0
5384,when wl,1
5385,hi,0
5386,i m here,0
5387,hello,0
5388,hi guys,0
5389,hello,0
5390,wan wl,1
5391,wl,1
5392,hey ppl,0
5393,wen wl,1
5394,soon,0
5395,has to be tonight man has to be,0
5396,i m not sure,0
5397,wen wl,1
5398,guys what time is mint tomorrow,1
5399,something magical,0
5400,keep trying man,0
5401,please can i get an og role,1
5402,yo,0
5403,a,0
5404,sers i won wl from spacepals dao was a bit late to join server so they asked me to join asap please verify so i can submit wallet asap,1
5405,yo guys whats happening,0
5406,a,0
5407,no be so oo,0
5408,i have been active here since day  kindly bless me,1
5409,hello,0
5410,a,0
5411,there is another group for chatting not infospace,0
5412,ok   thats what i observed in the dao since i joined,0
5413,a,0
5414,hey i won wl from spacepalsdao and havent been awarded yet,1
5415,a wl would mean soo much zero cap,1
5416,this space ship project is quite interesting ngl,1
5417,i m in love with the art   i d love to buy and keep,1
5418,you will,0
5419,this is not true,0
5420,hello   n wonderful evening i love the ride on the spaceship   my dad once told me its a one fantabulous ride i wanna have the experience here,1
5421,kindly bless me with whitelist,1
5422,chats there are almost dead,0
5423,uo,0
5424,yes really active,0
5425,i m ready to submit my wallet if i m considered,1
5426,are you sure,0
5427,hey,0
5428,the dao is very active,0
5429,loving the art,1
5430,i particularly love the art   i m buying to hold for long term,1
5431,yes   seems the dao isnt active any longer,0
5432,i have been active here since morning i dont want to miss out of this great project,1
5433,when wl,1
5434,hey fam lizzyj in the building,0
5435,woww but you are still a member,0
5436,sure dear,0
5437,yes  but its not active as i expected,0
5438,see me here,0
5439,i d appreciate if i get wl tonight,1
5440,i need to be in this ship tonight,0
5441,i believe we can still get it,0
5442,i so much believe in this project,1
5443,are you also a member,0
5444,sure needs a spa treat after tomorrow s mint,1
5445,i hope tonight is my night,0
5446,sure dear,0
5447,yes,0
5448,me sir,0
5449,work doesn t allow me to grind in here,0
5450,im not whitelisted,0
5451,the tagging is too much guys   lets just wait for him to say something,0
5452,bless me sire have been trying to get wl,1
5453,im here beem active since morning,0
5454,to me too,0
5455,gg to everyone here,1
5456,im still not whitelisted,0
5457,i m here sire,0
5458,good luck to everyone,0
5459,hey,0
5460,you belong to info space dao,0
5461,hey,0
5462,im here bless me ser,0
5463,sup bro,0
5464,hello friend,0
5465,hey guys,0
5466,when wl,1
5467,a,0
5468,hi,0
5469,some got wl and still tagging   amazing,1
5470,im here,0
5471,ok  are you going for og,1
5472,i m here,0
5473,mc zuckerberg,0
5474,supreme being get me in your space ship,0
5475,wen red  i am a very active member of this space,1
5476,here,0
5477,good,0
5478,thanksgot d role long time ago,0
5479,kind of till he reds me,0
5480,i m still not red,0
5481,congratulations,1
5482,look whos in the house,0
5483,im still heredont leave me hanging,0
5484,am still here,0
5485,lol,0
5486,a,0
5487,whats the mint price tho,1
5488,blz gib,1
5489,are you doubting   supremacy,0
5490,hi,0
5491,a,0
5492,y all should go get some rest,0
5493,theres still hope,0
5494,hmmmm,0
5495,im signifying,0
5496,lets vibe guys,0
5497,vibeeeeee,0
5498,please make me red,1
5499,how do i get wl,1
5500,please answer my prayer,1
5501,wen og,1
5502,gm,0
5503,yo i m here,0
5504,right here,0
5505,i want,0
5506,i want,0
5507,wen me,0
5508,hi,0
5509,hello,0
5510,am here,0
5511,how are you doing,0
5512,you just did,0
5513,im right here big boss,0
5514,meee,0
5515,whats good boss,0
5516,can i still signify,0
5517,hey man   when red,0
5518,a,0
5519,please bless me,1
5520,how are you doing  hope you are doing well friend,0
5521,hello,0
5522,gm,0
5523,a,0
5524,wagtit,1
5525,gg,1
5526,hello,0
5527,uhm,0
5528,i wish you the same,0
5529,together boss,0
5530,waiting to be blessed by the most high,1
5531,ngmi,0
5532,next year fren,0
5533,hello guys,0
5534,come and show us that you re truly a supreme being,1
5535,sure,0
5536,when red,0
5537,ok friend,0
5538,when red,0
5539,a,0
5540,a,0
5541,yea,0
5542,verysoon,0
5543,bless me,1
5544,opoo,0
5545,a,0
5546,bless me,1
5547,am here too make me red,0
5548,wen red,1
5549,supreme being  wen red p,1
5550,huh,0
5551,i hope so     wen red my lord supreme,0
5552,thought of that though     i just don t like xiaomi,0
5553,alright then i hope so,0
5554,nwa aba,0
5555,hi,0
5556,a,0
5557,how y all doing today,0
5558,hi guys,0
5559,ok,0
5560,both supreme,1
5561,indonesia and you,0
5562,let the blessings rain,1
5563,yes baby,0
5564,what if we that ain t namesake,0
5565,bless me,1
5566,when red,0
5567,a,0
5568,thanks where are you from,0
5569,howdy,0
5570,i would be glad,0
5571,bless me please,1
5572,go buy redmi,1
5573,a,0
5574,dont disturb him he will,0
5575,can get wl sit,1
5576,we re namesakes   gib wl blzz,1
5577,very soon boss,0
5578,wen red me,1
5579,i believe so,0
5580,thanks,0
5581,i need ur blessing,1
5582,rt,0
5583,hi    im ready to get the warlock,0
5584,hi you welcome,0
5585,hello everyone,0
5586,the blessings will get to us,1
5587,yes,0
5588,wen red,1
5589,what about me,0
5590,hello dear thanks,0
5591,i need wl,1
5592,okay,0
5593,a,0
5594,red me supreme one,1
5595,wen wl,1
5596,congrats boss,1
5597,just added you,0
5598,can i get wl sir,1
5599,i wish to be red supreme being,1
5600,wen red name,0
5601,awwww thanks,0
5602,hy,0
5603,a,0
5604,yes sir bless me please,1
5605,i wish to be red,1
5606,hey guys,0
5607,yeah,0
5608,thanks,0
5609,help a young warlock,0
5610,i need d wl,1
5611,you passed me,0
5612,hop into the space ship,0
5613,many people are voting hahahahaha,0
5614,i am here please,0
5615,me oooo,0
5616,how do i get warlock list,1
5617,right here boss,0
5618,good day sir,0
5619,hello,0
5620,hello,0
5621,a,0
5622,sirrr,0
5623,hello,0
5624,good day sir,0
5625,sure  he will,0
5626,you gonna leave your blood hanging,0
5627,gm,0
5628,whats up man,0
5629,don t leave your blood hanging family should stick together till the end,0
5630,hi,0
5631,if you want og identify with    lets hope and see if  would grant our wishes,1
5632,im here sir,0
5633,thanks,0
5634,hi,0
5635,a,0
5636,wen wl remember family first,1
5637,a,0
5638,follow the steps in,0
5639,im here sir,0
5640,space warlock will make it,0
5641,minting tomorrow,1
5642,i have replied,0
5643,yes sir,0
5644,am back,0
5645,don t leave me ser,0
5646,me too tbh,0
5647,please where will i submit wallet,1
5648,it s really going to be a pleasure,1
5649,hi everyone,0
5650,hello,0
5651,hey guys,0
5652,yea and i m really grateful,0
5653,hello,0
5654,i ve answered this question from you today  there s going to be a public mint,1
5655,i m here,0
5656,would be glad if wl,1
5657,he wont,0
5658,hello everyone just got in is wl still available,1
5659,i am here,0
5660,hmm,0
5661,hi,0
5662,im here,0
5663,yea boss i wouldn t talk about it anymore  it s up to you to give me if i deserve it  please don t forget me,0
5664,whitelist claim is around  and the total supply is around    whats your plan concerning the remaining uncliamed spots,1
5665,yes never say never,0
5666,hi sir,0
5667,here i am sir,0
5668,when wl me supreme being,1
5669,atleast you got the wl  thats something,1
5670,gm,0
5671,let the young warlocks without wl signify,1
5672,hey buddy,0
5673,hello,0
5674,never say never,0
5675,lfggggggggg guys,1
5676,i have a question supreme,0
5677,hey everyone,0
5678,a,0
5679,osun,0
5680,yo,0
5681,thanks a lot  i guess today is not just my lucky day,1
5682,okay,0
5683,okay,0
5684,yeahhh she deserves it tbh,0
5685,a,0
5686,hi,0
5687,hits different when there is an ama during mint  it speeds up the minting process  don t you think so,1
5688,ohhh how come i always lock it,0
5689,hi,0
5690,gotta showerbrb,0
5691,i guess its too late tomorrows mint,1
5692,still waiting for your reply though,0
5693,huh we are not friends your dm is just open like mine,0
5694,yes boss don t you think we should have an ama one of these days,0
5695,a,0
5696,had a good day,0
5697,how come were friends already,0
5698,hey wen me,0
5699,that s good,0
5700,okay,0
5701,ibadan what about you,0
5702,lol i still love you though  og or not i m still minting,1
5703,already did it,0
5704,just won a wl spot rn how to claim,1
5705,me too tho,0
5706,howre you,0
5707,where do you stay tho,0
5708,hmmm,0
5709,wen wl for me,1
5710,guess the ama is not going to work today,0
5711,perform ur magic on me,1
5712,why don t you want to notice me for og role,1
5713,lmfaoo,0
5714,hello,0
5715,he wants to get to know you i guess,0
5716,i know right,0
5717,a,0
5718,hey,0
5719,but mint is tomorrow,1
5720,hi,0
5721,good to see you,0
5722,you reacted to his  but i ve been here all day and you didn t even reply  tagged you all around  been active  did raids  did i sin against you,0
5723,wen og ser,1
5724,for,0
5725,thanks,0
5726,hello,0
5727,can i dm you,0
5728,no i didnt,0
5729,im fine and you,0
5730,yeahhh,0
5731,howre you,0
5732,when og,1
5733,did i miss a party,0
5734,would love it if you made me an og   i received wl last month and ive remained active but unfortunately unoticed     make my dream come through,1
5735,but not everyone has an og role,1
5736,u can check my logs  i want dis soo bad,1
5737,yeah i know right,0
5738,adeola,0
5739,then be patient,0
5740,a,0
5741,hey warlocks,0
5742,i want og,1
5743,i m glad too,0
5744,yeah more people needs to be registered,0
5745,wagmi,1
5746,dis is like d  time ive been requesting for og grant me ser,1
5747,gg,1
5748,you are welcome  wagmi,1
5749,ohhh,0
5750,y all go register or y all should give more people the wl role,1
5751,give me the purple color,1
5752,people registered for wl on mecury,1
5753,thank you oga madam our og next,1
5754,boss  wen og got wl a long time ago  all i need is the purple,1
5755,why are you denying me an og role,1
5756,hope everyone is ready for mint tomorrow,1
5757,i wanna thank you too,0
5758,yo,0
5759,thank you,0
5760,reddddd,0
5761,a,0
5762,thank you king,0
5763,would love purple ser,1
5764,im blessed already  thanks ser,1
5765,hey,0
5766,congrats boss    at last,1
5767,glad to see everyone here has wl already,1
5768,where do you stay tho,0
5769,hy,0
5770,hei,0
5771,sir,0
5772,bossssssss should i cry,0
5773,love the game,1
5774,yo,0
5775,what lmao,0
5776,do you like my new pfp,0
5777,thank you,0
5778,io,0
5779,a,0
5780,thanks my cousin,0
5781,yeah or never have i ever,0
5782,t or d,0
5783,i have the best cousin,1
5784,congrats man,1
5785,i want to be blessed see,1
5786,will watch out for next time,0
5787,i love you cousin,0
5788,i dont know,0
5789,bless me ser,1
5790,fake family,0
5791,a,0
5792,oh when did he,0
5793,wys to your family,1
5794,i dont i only take it when im playing games with my friends,0
5795,warlock list,0
5796,i thought they said family first,0
5797,love it tho,0
5798,lol narrow miss,0
5799,wl,1
5800,a,0
5801,whats that,0
5802,good,0
5803,he does,0
5804,missed again,0
5805,supreme being has done it,0
5806,it is actually,0
5807,your cousin says hi,0
5808,not really,0
5809,me,0
5810,bless me sir,1
5811,hi favorite cousin give me wl,1
5812,he sees everything,0
5813,me supreme being,0
5814,consider me for og pls,1
5815,i hope so,0
5816,ye hope it cooks,0
5817,meee,0
5818,you know how to enjoy,0
5819,your cousin supreme your cousin,0
5820,everything is good,0
5821,aye captain,0
5822,i ve been making here lively  been here all days lol,0
5823,werey ni admin,0
5824,i still dont ser,0
5825,yo wazup fam how is your day going,0
5826,amen,0
5827,i dont have it ser,0
5828,can i get ogi truly deserve it,1
5829,hello,0
5830,we all praying,0
5831,hey,0
5832,go here and submit address,1
5833,a,0
5834,where,0
5835,congratulations   go and claim your spot,1
5836,og huh nice,1
5837,still without wl,1
5838,congrats boss,1
5839,seen thank you,0
5840,go and submit your wallet right away,1
5841,now is your time,0
5842,lfg thank youuuuuuuu,1
5843,check your colour,0
5844,wen red,1
5845,how do i file a ticket guys,0
5846,meee ser,0
5847,damn you make my heart beat whenever i see you  i love the color  please just grant me the og,1
5848,here ser,0
5849,i said ibadan,0
5850,bless me ser,1
5851,who s still without wl,1
5852,a,0
5853,its bitter,0
5854,yea  he sees all  he is everywhere,0
5855,that s the vibe bro let s goo,0
5856,you guys are minting soon now,1
5857,less than  is fud,0
5858,smirnoff ice mixed with pepsi,0
5859,lfg,1
5860,praying to,0
5861,i ammm,0
5862,how do i file a ticket on here,0
5863,who s excited for mint,1
5864,if you are not bullish about us you are not serious,0
5865,hey,0
5866,haha it does what alcohol tho,0
5867,i have,0
5868,i just submittedf,1
5869,how do i file a ticket,0
5870,hey guys,0
5871,you ll get it,1
5872,who has submitted wallet here,1
5873,right now  stickmen toys,0
5874,from different mothers  great it happens haha,0
5875,but i dont,0
5876,ohh,0
5877,where do you stay,0
5878,i dont know how to,0
5879,ibadan,0
5880,everyone go submit your address if you have wl,1
5881,where do you stay,0
5882,we might be twins,0
5883,i hope so what other pj are you working on,0
5884,you submitted your wallet,1
5885,why,0
5886,nawa o,0
5887,someone said,0
5888,sup y all,0
5889,lfg,1
5890,it will pay off soon enough,0
5891,i dont like it,0
5892,lol its regular,0
5893,love alcohol too much,0
5894,for real thats great,0
5895,just there,0
5896,hey yall,0
5897,ibadan too many lagos people in this space,0
5898,also check out  for tweets to raid,0
5899,check,0
5900,how has it been for you,0
5901,ill rather sip pepsi or chi active,0
5902,nice,0
5903,lagos  wah bout you,0
5904,yessir,0
5905,lol sipping alcohol too wow,0
5906,im okay bruh  your day,0
5907,same here where do you reside,0
5908,chilling actually sipping alcohol while playing loud music,0
5909,nigeria  wbu,0
5910,thanks a lot,0
5911,whats good man,0
5912,im good where are you from,0
5913,hey mate,0
5914,welcome,1
5915,im okaywhat about you,0
5916,does any one like my new pfp,0
5917,hello,0
5918,howre you,0
5919,been a while yall,0
5920,hello,0
5921,hey guys,0
5922,hi,0
5923,this space recently,0
5924,when did you join the space,0
5925,bullish,0
5926,waaw,0
5927,s u p r e m e    b e i n g,0
5928,lol what are you up to,0
5929,gotta change my pfp its long overdue,1
5930,your workrate tho,0
5931,nothing actually,0
5932,whats good,0
5933,a,0
5934,just here chilling,0
5935,yeahhh probably,0
5936,whats good though,0
5937,sorry,0
5938,wecomeinpeace,1
5939,probably,0
5940,no calming down o,0
5941,red would look good on me,0
5942,yes obviously,0
5943,would really look good on ya,0
5944,post the announcement on twitter sir,1
5945,yall should calm down,0
5946,soonnnn,0
5947,i know you see all  lol i need og,1
5948,definitely,0
5949,gib me task to get wl,1
5950,yeah,0
5951,supreme being wl me ser,1
5952,boss  i ve been here  please i need the og,1
5953,omoo,0
5954,welcome,1
5955,you truly see everything lol   wen turn me red blzzzz ser,0
5956,definitely,0
5957,no you ain t boss  you will get it,0
5958,aye  gotta make it trend,0
5959,okay lfg,1
5960,holla,0
5961,og soon,1
5962,a,0
5963,another one will come,0
5964,yes boss just stay active   sees all,0
5965,im always so unlucky,-1
5966,im fine howre you doing,0
5967,you welcome,0
5968,just decided to charge a lil bit and this happened,1
5969,it s coincidental that the giveaway fell into their shift,0
5970,was there giveaway earlier,1
5971,i m good hbu,0
5972,just stay active  another opportunity coming,1
5973,hi,0
5974,howre you,0
5975,hi,0
5976,a,0
5977,thanks alot,0
5978,me too,0
5979,my village people are working overtime,0
5980,guys dont forget the wecomeinpeace hashtag,0
5981,god,0
5982,hi,0
5983,blz gib red  let me have a greater chance of minting,1
5984,seems everyone here is red except me,0
5985,welcome,1
5986,you missed a giveaway,1
5987,exactly,0
5988,im back,0
5989,hello guys,0
5990,so no listing until mint out yes,1
5991,been long i heard from   hope the boss is safe,0
5992,hey,0
5993,one,0
5994,hi,0
5995,a,0
5996,sounds good,0
5997,two,0
5998,ama yet and what tool were you beat to,0
5999,who s looking for a collab to mint  everyone,1
